,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
248,ENPH,2020,7,Information Technology,162.1600036621094,183.6300048828125,1.07,483993,125561,133995,34.114,6.956,6.0,3.85464435612969,-1.0197018049173097
249,ENPH,2021,7,Information Technology,201.7799987792969,195.2400054931641,1.09,430168,134025,145449,40.983,11.367,5.0,3.209610147360567,-0.7439461598905794
250,ENPH,2022,7,Information Technology,210.2799987792969,167.4799957275391,2.94,825573,135349,397362,43.15,14.068,5.0,6.099586993623891,-0.4667264158118318
251,ENPH,2023,7,Information Technology,120.9800033569336,99.70999908447266,3.22,983624,136376,438936,38.871,16.371,5.0,7.212588725288907,-0.5147724872938834
252,EOG,2020,3,Energy,59.37989807128906,68.73814392089844,-1.04,20302000,578949,-605000,66.633,20.884,8.833,35.0669920839314,2.340001129305987
253,EOG,2021,3,Energy,103.3659439086914,97.28312683105467,8.03,22180000,581000,4664000,67.0,28.037,7.0,38.17555938037866,2.2170286435289226
254,EOG,2022,3,Energy,106.9279174804688,108.4229888916016,13.31,24779000,583000,7759000,63.1,26.913,7.0,42.502572898799315,1.9624806594399393
255,EOG,2023,3,Energy,125.1127014160156,124.1583251953125,13.07,28090000,581000,7594000,63.875,29.177,7.0,48.34767641996557,2.146504137085496
256,EQR,2020,9,Real Estate,62.8884162902832,68.17317962646484,2.45,10525651,371791,910546,26.75,11.569,3.0,28.31066647659572,-2.0545945996258657
257,EQR,2021,9,Real Estate,81.36146545410156,65.81304168701172,3.56,10954948,373833,1329760,25.946,13.768,3.0,29.304389928122987,-1.948122840653633
258,EQR,2022,9,Real Estate,56.24427795410156,62.58880996704102,2.06,11173439,376209,773821,25.4,14.318,3.0,29.700084261673698,-1.9375043494287683
259,EQR,2023,9,Real Estate,61.8307991027832,68.66499328613281,2.2,11085828,378773,832348,26.442,14.657,3.0,29.267735556652664,-1.8669643423724602
260,EQT,2020,3,Energy,17.73714256286621,21.25020027160645,-3.71,9255240,260613,-958799,69.458,31.551,7.167,35.51334737714542,2.6162914206044285
261,EQT,2021,3,Energy,32.84903335571289,33.0300178527832,-3.58,9954763,323196,-1142747,70.5,31.641,7.0,30.801009294669488,2.6151780790883166
262,EQT,2022,3,Energy,30.95889854431152,40.09303283691406,4.79,11172474,370048,1770965,69.533,32.402,7.0,30.19195888101003,2.620050226482768
263,EQT,2023,3,Energy,36.56961441040039,36.64871978759766,4.56,14773200,380902,1735232,69.2,33.334,7.0,38.784779287060715,2.6655362179828015
264,ES,2020,10,Utilities,76.67485046386719,71.58674621582031,3.56,14063566,338836,1205167,57.775,34.795,5.0,41.505524796656786,1.567570114325902
265,ES,2021,10,Utilities,80.33283233642578,77.55941009521484,3.55,14599844,343973,1220527,51.596,29.969,4.833,42.444738395164734,0.9097754287665681
266,ES,2022,10,Utilities,73.44452667236328,67.15769958496094,4.05,15473158,346783,1404875,43.8,24.803,3.0,44.61913646286006,-0.39770048153342197
267,ES,2023,10,Utilities,58.34521102905273,56.04419326782227,-1.27,14173892,349581,-442240,46.154,27.42,3.0,40.54537288925886,-0.11729258306679566
268,EW,2020,5,Health Care,83.63999938964844,103.5699996948242,1.32,4574300,622600,823400,43.512,23.737,3.167,7.34709283649213,-0.42540643609431367
269,EW,2021,5,Health Care,117.7200012207031,95.08999633789062,2.41,5835900,623300,1503100,43.437,24.48,3.0,9.362907107331942,-0.4356732832387348
270,EW,2022,5,Health Care,82.7300033569336,94.33000183105467,2.46,5806700,619000,1521900,42.804,23.448,3.0,9.380775444264943,-0.5325426372087299
271,EW,2023,5,Health Care,95.55999755859376,92.37000274658205,2.31,6650000,606700,1402400,43.037,22.76,3.5,10.960936212296028,-0.40093424255911886
272,EXC,2020,10,Utilities,27.63890647888184,28.27134323120117,2.01,32585000,976000,1963000,61.225,36.272,5.0,33.38627049180328,1.8243110676591854
273,EXC,2021,10,Utilities,43.63804626464844,41.86703872680664,1.74,34393000,979000,1706000,60.038,35.397,5.0,35.130745658835544,1.7119900326566855
274,EXC,2022,10,Utilities,39.60772323608398,38.85469818115234,2.18,24744000,994000,2170000,58.733,34.335,5.0,24.893360160965795,1.5819629529458787
275,EXC,2023,10,Utilities,36.80314254760742,34.26688003540039,2.34,25755000,996000,2328000,58.292,35.043,5.0,25.85843373493976,1.6077876466233918
276,FANG,2020,3,Energy,62.23037338256836,79.95523071289062,-28.59,8794000,157976,-4517000,69.9,19.687,9.0,55.66668354686788,2.468761247222286
277,FANG,2021,3,Energy,118.5150833129883,105.2043762207031,12.35,12088000,176643,2182000,70.2,23.234,9.0,68.43180878947935,2.7146310631780097
278,FANG,2022,3,Energy,124.7084579467773,123.7169418334961,24.61,15009000,176539,4386000,70.5,24.712,9.0,85.01804133930746,2.8252062237737183
279,FANG,2023,3,Energy,192.9616088867188,198.2256927490234,17.34,16625000,179999,3143000,73.917,33.267,7.667,92.36162423124573,3.1012824647631665
280,FCX,2020,8,Materials,31.38607788085937,35.37009429931641,0.41,10174000,1458000,599000,76.25,36.499,8.167,6.978052126200274,3.586712316911179
281,FCX,2021,8,Materials,47.71343231201172,28.16141128540039,2.96,13980000,1457000,4306000,73.808,39.095,7.0,9.595058339052848,3.25617098438178
282,FCX,2022,8,Materials,39.93047332763672,39.17191314697266,2.43,15555000,1430000,3468000,72.9,40.434,7.0,10.877622377622378,3.3015782520143517
283,FCX,2023,8,Materials,46.57409286499024,48.3145866394043,1.29,16693000,1435000,1848000,72.158,40.584,7.0,11.632752613240418,3.2769413832477814
284,FE,2020,10,Utilities,29.70097351074219,32.24671173095703,1.99,7237000,542000,1079000,63.429,24.935,7.167,13.35239852398524,1.9037805577819131
285,FE,2021,10,Utilities,40.97950744628906,34.62143325805664,2.35,8675000,545000,1283000,61.05,26.54,7.0,15.917431192660551,1.8429233683683344
286,FE,2022,10,Utilities,37.19730377197266,36.4614372253418,0.71,10166000,571000,406000,61.075,30.884,5.333,17.80385288966725,1.5754294626177383
287,FE,2023,10,Utilities,37.38836669921875,37.47372055053711,1.92,10437000,573000,1102000,57.004,30.465,5.0,18.214659685863875,1.2486338456934984
288,FIS,2020,4,Financials,129.8118896484375,131.1419219970703,0.26,49300000,619000,158000,29.35,10.657,3.0,79.64458804523424,-1.9935327346595537
289,FIS,2021,4,Financials,93.8369140625,86.10047149658203,0.68,47347000,616000,417000,30.725,12.299,3.0,76.86201298701299,-1.8223291034775497
290,FIS,2022,4,Financials,51.89184188842773,52.68061065673828,-27.68,27218000,604000,-16720000,32.1,13.975,3.0,45.062913907284766,-1.6489021671808815
291,FIS,2023,4,Financials,73.4548110961914,75.0099868774414,-11.26,19093000,591000,-6654000,37.683,20.154,3.0,32.30626057529611,-0.9856717929740978
292,FMC,2020,8,Materials,101.5859527587891,99.79761505126952,4.24,2961800,129700,551000,62.225,23.732,7.0,22.835774865073247,1.7138510752137766
293,FMC,2021,8,Materials,123.1068954467773,100.5343551635742,5.72,3124300,128400,737800,63.2,24.51,7.0,24.332554517133957,1.809987560706263
294,FMC,2022,8,Materials,116.4144058227539,99.93611145019533,5.83,3377900,126000,734800,59.075,24.688,7.0,26.80873015873016,1.630133999667509
295,FMC,2023,8,Materials,62.46704483032227,56.96522521972656,10.55,4410900,125060,1318800,56.608,26.091,6.5,35.270270270270274,1.4415723195622616
296,FSLR,2020,7,Information Technology,87.30000305175781,90.51000213623048,3.76,5520928,105867,398355,50.908,29.503,5.0,52.14965947840214,0.9027352311005292
297,FSLR,2021,7,Information Technology,83.73999786376953,68.12999725341797,4.41,5959551,106263,468693,51.388,31.122,5.0,56.08302984105474,1.030886636450232
298,FSLR,2022,7,Information Technology,217.5,190.0899963378907,-0.41,5836055,106551,-44166,50.287,31.297,3.5,54.7724094565044,0.49387535154121
299,FSLR,2023,7,Information Technology,168.8000030517578,225.4600067138672,7.78,6687469,106795,830777,49.933,31.438,3.0,62.61968256940868,0.32088076670426324
300,GE,2020,6,Industrials,64.53648376464844,66.20728302001953,4.64,35552000,1094125,5230000,69.262,23.162,9.0,32.493545070261625,2.6663784906085404
301,GE,2021,6,Industrials,56.3949089050293,39.27748107910156,-6.16,40310000,1098000,-6573000,69.3,26.25,9.0,36.712204007285976,2.87007096680998
302,GE,2022,6,Industrials,75.8039779663086,87.18395233154297,0.05,33696000,1096000,51000,67.65,26.977,9.0,30.744525547445257,2.84101317457674
303,GE,2023,6,Industrials,139.6027221679688,158.4195556640625,8.44,27378000,1089000,9186000,67.629,27.426,8.833,25.140495867768596,2.81402809762141
304,GILD,2020,5,Health Care,55.80970764160156,60.13920593261719,0.1,18202000,1257000,123000,38.3,15.699,5.0,14.480509148766906,-0.5852227624960237
305,GILD,2021,5,Health Care,53.52963256835938,56.36401748657227,4.96,21069000,1256000,6225000,38.3,15.738,5.0,16.77468152866242,-0.5826725007468498
306,GILD,2022,5,Health Care,78.11637115478516,73.25247955322266,3.66,21240000,1255000,4592000,38.617,16.292,5.0,16.92430278884462,-0.5317297420405224
307,GILD,2023,5,Health Care,71.62889099121094,67.77882385253906,4.54,22833000,1248000,5665000,39.25,16.353,5.0,18.295673076923077,-0.49835536649226436
308,GL,2020,4,Financials,93.65036010742188,92.49130249023438,6.9,8771092,106054,731773,36.0,10.685,5.0,82.70401870745093,-1.019866851248237
309,GL,2021,4,Financials,98.30946350097656,95.4446792602539,7.3,8642806,102049,1031114,35.854,14.123,5.0,84.69270644494311,-0.8018291686844248
310,GL,2022,4,Financials,108.3996505737305,108.4156875610352,7.55,3949577,97974,894386,35.533,14.907,5.0,40.312501275848696,-0.765464022388483
311,GL,2023,4,Financials,115.566032409668,81.86292266845703,10.21,4486803,95098,970755,35.8,15.229,5.0,47.18083450756062,-0.7320131814291801
312,GOOG,2020,1,Communication Services,103.3139343261719,125.1735610961914,2.96,222544000,13616314,40269000,42.067,15.271,5.0,16.343923913623026,-0.43833632330816574
313,GOOG,2021,1,Communication Services,139.4907684326172,109.248176574707,5.69,251635000,13352994,76033000,36.7,14.062,5.0,18.84483734509279,-0.766544521619552
314,GOOG,2022,1,Communication Services,103.8817901611328,120.8324966430664,4.59,256144000,13063000,59972000,39.892,15.847,5.0,19.608359488632015,-0.5016400699143381
315,GOOG,2023,1,Communication Services,152.0869293212891,183.2115173339844,5.84,283379000,12630000,73795000,40.542,16.168,5.0,22.43697545526524,-0.45047476520362134
316,GOOGL,2020,1,Communication Services,103.0077819824219,121.9495391845703,2.96,222544000,13616314,40269000,42.067,15.271,5.0,16.343923913623026,-0.43833632330816574
317,GOOGL,2021,1,Communication Services,138.9080810546875,108.8380813598633,5.69,251635000,13352994,76033000,36.7,14.062,5.0,18.84483734509279,-0.766544521619552
318,GOOGL,2022,1,Communication Services,103.6110916137695,119.5627746582031,4.59,256144000,13063000,59972000,39.892,15.847,5.0,19.608359488632015,-0.5016400699143381
319,GOOGL,2023,1,Communication Services,150.7569732666016,181.9411773681641,5.84,283379000,12630000,73795000,40.542,16.168,5.0,22.43697545526524,-0.45047476520362134
320,GS,2020,4,Financials,299.5315551757812,349.0145874023437,24.94,95932000,356400,8915000,51.292,20.305,6.667,269.16947250280583,0.8718064786986647
321,GS,2021,4,Financials,307.6792907714844,278.4779968261719,60.25,109926000,350500,21151000,49.958,23.11,5.0,313.6262482168331,0.4405870100068103
322,GS,2022,4,Financials,312.936279296875,310.773681640625,30.42,117189000,352100,10764000,50.363,24.919,5.0,332.828741834706,0.5776810726091948
323,GS,2023,4,Financials,412.2560424804688,449.5991821289063,23.05,116905000,340800,7907000,52.1,26.821,5.0,343.03110328638496,0.7826914293035768
324,HAL,2020,3,Energy,20.41911697387696,22.04171180725098,-3.34,4974000,881000,-2945000,50.9,22.94,5.727,5.645856980703746,0.7142463816931456
325,HAL,2021,3,Energy,36.32709121704102,30.19037246704102,1.63,6713000,892000,1457000,49.621,24.551,5.0,7.5257847533632285,0.519171496507444
326,HAL,2022,3,Energy,30.77321434020996,32.22491073608398,1.74,7948000,904000,1572000,47.525,22.938,5.0,8.79203539823009,0.31639352056417
327,HAL,2023,3,Energy,39.03260803222656,33.61045074462891,2.93,9391000,899000,2638000,47.45,21.778,5.0,10.446051167964406,0.2370578864992972
328,HES,2020,3,Energy,67.71784210205078,83.85916900634766,-10.08,5366000,306980,-3093000,78.658,48.153,6.167,17.479966121571437,3.7974438080998403
329,HES,2021,3,Energy,103.7839202880859,103.111457824707,1.8,6300000,309745,559000,78.017,48.479,5.0,20.339311369029364,3.4020712627095335
330,HES,2022,3,Energy,129.9560546875,133.939208984375,7.26,7855000,306177,2096000,77.85,45.844,7.0,25.655094928750362,3.8851371912263377
331,HES,2023,3,Energy,151.7325134277344,147.0705261230469,4.5,8986000,307158,1382000,79.033,45.126,7.0,29.255301831630625,3.8931041520816603
332,HON,2020,6,Industrials,202.390625,205.4217376708984,6.79,17549000,704100,4779000,59.792,26.148,7.0,24.92401647493254,1.7588903397932334
333,HON,2021,6,Industrials,184.5216217041016,165.7328491210938,8.01,18569000,692300,5542000,59.413,28.796,6.833,26.822186913187924,1.8590815005697423
334,HON,2022,6,Industrials,184.989486694336,201.9078826904297,7.33,16697000,677100,4966000,58.304,29.19,5.0,24.65957761039728,1.225609281444005
335,HON,2023,6,Industrials,203.0529327392578,212.4153442382812,8.53,15856000,663000,5658000,58.6,29.844,5.0,23.91553544494721,1.2821162982800918
336,HST,2020,9,Real Estate,15.17636013031006,15.39252376556396,-1.04,6321000,705900,-732000,25.875,11.407,3.0,8.954526136846578,-2.105807767935216
337,HST,2021,9,Real Estate,17.50010299682617,14.14398097991943,-0.02,6441000,710300,-11000,25.675,11.338,3.0,9.067999436857665,-2.119604289114588
338,HST,2022,9,Real Estate,15.34930038452148,15.78597736358643,0.89,6710000,714700,633000,25.4,11.553,3.0,9.388554638309781,-2.1183113683125003
339,HST,2023,9,Real Estate,20.24869728088379,17.78044319152832,1.04,6633000,709700,740000,28.325,14.747,3.0,9.346202620825702,-1.7736653706994139
340,HSY,2020,2,Consumer Staples,147.2204284667969,162.9985504150391,6.3,2234352,208446,1278708,50.8,25.018,5.0,10.719092714659912,0.604441489349046
341,HSY,2021,2,Consumer Staples,205.7352905273437,205.2517700195312,7.34,2757229,206734,1477512,53.412,27.822,5.0,13.337085336712878,0.9090545962601781
342,HSY,2022,2,Consumer Staples,245.9944000244141,242.4981231689453,8.22,3299544,205535,1644817,53.288,26.563,5.0,16.053441019777654,0.820970513524348
343,HSY,2023,2,Consumer Staples,191.8283233642578,182.6039276123047,9.31,4099086,204738,1861787,53.113,27.621,5.0,20.02112944348387,0.8820305827163015
344,INVH,2020,9,Real Estate,28.98623657226562,33.98056793212891,0.35,8504825,553993,195764,28.8,7.918,5.0,15.35186365170679,-1.5350473592188623
345,INVH,2021,9,Real Estate,37.10372543334961,33.02801895141602,0.45,9797742,577681,261098,28.8,9.522,3.833,16.96047126355203,-1.8170929034363827
346,INVH,2022,9,Real Estate,29.53864288330078,32.79798126220703,0.63,10291342,609771,382668,28.8,11.394,3.0,16.877388396627587,-1.9708717556964979
347,INVH,2023,9,Real Estate,35.03738403320312,35.60377883911133,0.85,10155971,611894,518774,29.512,12.409,3.0,16.59759860367972,-1.871446669032694
348,IPG,2020,1,Communication Services,25.71865653991699,28.91577339172364,0.9,2895000,389400,351100,27.25,11.301,3.0,7.434514637904468,-2.0489081761777195
349,IPG,2021,1,Communication Services,32.29568481445312,25.27596855163575,2.42,3526000,393000,952800,26.95,11.382,3.0,8.97201017811705,-2.0575382581333783
350,IPG,2022,1,Communication Services,35.15933609008789,36.74129486083984,2.4,3614600,391500,938000,26.638,12.544,3.0,9.232694763729247,-1.99603738688548
351,IPG,2023,1,Communication Services,31.94700813293457,28.78033256530762,2.86,3942600,384100,1098400,26.067,15.824,2.667,10.264514449362146,-1.9184713921946461
352,ISRG,2020,5,Health Care,246.3133392333984,306.5466613769531,3.02,9731500,351000,1060600,43.85,11.232,7.0,27.725071225071225,0.04344424856400993
353,ISRG,2021,5,Health Care,301.6799926757812,200.7100067138672,4.79,11901100,356100,1704600,43.9,14.198,5.333,33.420668351586635,-0.3129983407045014
354,ISRG,2022,5,Health Care,255.4700012207031,341.9400024414062,3.72,11041900,355700,1322300,42.817,18.062,5.0,31.042732639865054,-0.22101218133820424
355,ISRG,2023,5,Health Care,399.0899963378906,444.8500061035156,5.12,13307600,351200,1798000,42.062,20.32,5.0,37.891799544419136,-0.10840762677109032
356,IT,2020,7,Information Technology,182.5500030517578,242.1999969482422,2.99,1090428,89315,266745,37.3,9.327,5.0,12.208789117169568,-1.048318895630588
357,IT,2021,7,Information Technology,297.4599914550781,241.8300018310547,9.33,371058,85026,793560,37.3,13.727,5.0,4.364053348387552,-0.760597057262262
358,IT,2022,7,Information Technology,325.7699890136719,350.3099975585937,10.08,227798,80178,807799,37.55,15.476,5.0,2.8411534336102173,-0.6346219769819257
359,IT,2023,7,Information Technology,476.6700134277344,449.0599975585938,11.17,680634,79004,882466,36.3,15.927,4.0,8.615184041314365,-0.9947210605881126
360,ITW,2020,6,Industrials,204.6176605224609,207.5453033447266,6.66,3181000,316900,2109000,45.8,25.77,4.0,10.037866834963712,0.08994045220642799
361,ITW,2021,6,Industrials,197.4873809814453,172.8467102050781,8.55,3625000,315100,2694000,45.7,25.955,3.5,11.504284354173278,-0.06838557432544574
362,ITW,2022,6,Industrials,235.4650268554688,243.2859802246093,9.8,3088000,309600,3034000,45.6,24.77,4.333,9.974160206718347,0.1256748597046988
363,ITW,2023,6,Industrials,265.3408813476562,235.5625457763672,9.77,3012000,302600,2957000,45.6,20.752,5.0,9.953734302709847,0.08408457858389803
364,JNPR,2020,7,Information Technology,22.96407890319824,25.00697326660156,0.78,4543500,330400,257800,29.3,13.128,3.0,13.751513317191284,-1.8342718957907633
365,JNPR,2021,7,Information Technology,34.68619918823242,26.7664852142334,0.78,4316900,324400,252700,29.775,13.387,3.0,13.307336621454994,-1.7952848080182124
366,JNPR,2022,7,Information Technology,33.00082015991211,30.25362586975098,1.46,4475100,322100,471000,32.225,15.438,3.0,13.893511331884508,-1.5474318311589497
367,JNPR,2023,7,Information Technology,36.61272811889648,36.23512649536133,0.97,4492700,320000,310200,32.879,17.841,3.0,14.0396875,-1.3599360934460303
368,JPM,2020,4,Financials,137.3665618896484,141.3641662597656,8.89,279354000,3082400,27410000,46.3,23.702,5.0,90.62873085907086,0.3094848116254749
369,JPM,2021,4,Financials,126.0990447998047,104.7911605834961,15.39,294127000,3021500,46503000,50.217,22.008,5.0,97.34469634287605,0.3805492206728931
370,JPM,2022,4,Financials,124.3442687988281,139.8067169189453,12.1,292332000,2965800,35892000,52.546,23.49,5.0,98.56767145458224,0.5855773981529787
371,JPM,2023,4,Financials,196.8273315429688,199.9789276123047,16.25,327878000,2938600,47760000,53.3,24.024,5.0,111.57626080446471,0.6554990056978321
372,K,2020,2,Consumer Staples,52.27577972412109,53.65637588500977,3.65,3112000,343000,1251000,52.125,26.222,5.0,9.072886297376094,0.744682589442236
373,K,2021,2,Consumer Staples,55.27502059936523,61.69098663330078,4.36,3720000,341000,1488000,52.113,25.176,5.0,10.909090909090908,0.675726190325468
374,K,2022,2,Consumer Staples,59.34658050537109,60.26322174072266,2.81,3941000,341000,960000,53.079,25.797,5.0,11.557184750733137,0.7611784341113161
375,K,2023,2,Consumer Staples,56.19183731079102,57.14468765258789,2.78,3175000,342086,951000,54.7,26.597,5.0,9.281291838894314,0.8887425271783909
376,KDP,2020,2,Consumer Staples,31.56476593017578,32.65765762329102,0.94,23829000,1407200,1325000,38.736,13.57,5.0,16.933627060830016,-0.7042006446917041
377,KDP,2021,2,Consumer Staples,35.50378799438477,33.48562622070312,1.52,24972000,1415700,2146000,39.342,16.403,5.0,17.639330366603094,-0.4908149211205251
378,KDP,2022,2,Consumer Staples,33.7429084777832,30.24686622619629,1.01,25126000,1416800,1436000,40.679,18.831,5.0,17.7343308865048,-0.26997776572203036
379,KDP,2023,2,Consumer Staples,30.06386184692383,33.18953704833984,1.56,25676000,1399300,2181000,44.75,21.383,5.0,18.349174587293646,0.08588729746064118
380,KEY,2020,4,Financials,16.84982109069824,17.57630348205566,1.28,17981000,967783,1237000,38.95,14.213,5.0,18.579578273228606,-0.6522195854970259
381,KEY,2021,4,Financials,19.53940200805664,15.15991497039795,2.65,17423000,947065,2519000,39.05,15.083,5.0,18.396836542370377,-0.5906868712808091
382,KEY,2022,4,Financials,11.36610317230225,8.483328819274902,1.94,13454000,924363,1799000,40.15,16.957,5.0,14.55488806886472,-0.4170786667393855
383,KEY,2023,4,Financials,15.36180114746094,14.008544921875,0.89,14637000,927217,824000,40.292,18.373,5.0,15.785948704564303,-0.3178925389138754
384,KHC,2020,2,Consumer Staples,34.42004013061523,35.45012664794922,0.29,50103000,1223000,356000,55.317,22.762,7.0,40.967293540474245,1.3297341803356382
385,KHC,2021,2,Consumer Staples,35.33619689941406,34.57709503173828,0.83,49298000,1224000,1012000,57.454,23.122,7.0,40.27614379084967,1.452480150193585
386,KHC,2022,2,Consumer Staples,36.15177536010742,33.53829574584961,1.93,48678000,1226000,2363000,58.158,22.991,7.0,39.7047308319739,1.4765953954428948
387,KHC,2023,2,Consumer Staples,36.06155395507812,31.8482666015625,2.33,49526000,1227000,2855000,57.75,23.389,7.0,40.36348818255909,1.4836807235186393
388,KIM,2020,9,Real Estate,16.19684982299805,18.16848564147949,2.26,5608044,429950,971230,26.85,12.876,3.0,13.043479474357483,-1.964485875553522
389,KIM,2021,9,Real Estate,22.0192813873291,17.76689529418945,1.61,9899389,506248,815601,26.85,13.47,3.0,19.554425894028224,-1.925643427373798
390,KIM,2022,9,Real Estate,18.0749340057373,18.46626281738281,0.16,9515508,615528,98576,26.275,13.622,3.0,15.4590985300425,-1.9423969396012417
391,KIM,2023,9,Real Estate,19.12984848022461,19.2178840637207,1.02,9525465,616947,628756,26.037,14.194,3.0,15.439681204382223,-1.9160416789648975
392,KMB,2020,2,Consumer Staples,122.6248245239258,119.0167846679688,6.9,626000,340870,2352000,40.867,18.902,5.0,1.8364772493912636,-0.25660753306624323
393,KMB,2021,2,Consumer Staples,112.3661499023438,124.4170303344727,5.38,514000,336800,1814000,41.467,19.498,5.0,1.5261282660332542,-0.1897807433632912
394,KMB,2022,2,Consumer Staples,126.8883361816406,131.7745819091797,5.73,547000,337522,1934000,42.7,20.61,5.0,1.6206350993416725,-0.05982652437172043
395,KMB,2023,2,Consumer Staples,126.9450149536133,136.9693145751953,5.22,915000,337800,1764000,43.825,19.118,5.0,2.708703374777975,-0.10516496122917353
396,KMI,2020,3,Energy,13.14492607116699,14.65467834472656,0.05,31436000,2263000,106000,44.692,22.98,4.167,13.891294741493592,-0.08856668038820524
397,KMI,2021,3,Energy,15.92464256286621,14.3354959487915,0.78,30823000,2266000,1770000,43.938,25.924,3.0,13.602383053839365,-0.31799048553643305
398,KMI,2022,3,Energy,15.68193435668945,15.65544605255127,1.12,30742000,2258000,2535000,46.688,27.868,3.0,13.614703277236492,-0.06320760122096067
399,KMI,2023,3,Energy,17.52751350402832,19.30424690246582,1.06,30306000,2234000,2377000,48.004,28.822,3.0,13.565801253357208,0.060267863763714534
400,KO,2020,2,Consumer Staples,47.36347961425781,49.02616882324219,1.8,19299000,4295000,7747000,44.627,19.207,5.0,4.493364377182771,-0.06211420944610812
401,KO,2021,2,Consumer Staples,57.467529296875,58.75736999511719,2.26,22999000,4315000,9771000,44.562,20.088,5.0,5.330011587485516,-0.007521919323062177
402,KO,2022,2,Consumer Staples,59.19635391235352,57.90986251831055,2.2,24105000,4328000,9542000,43.55,21.002,5.0,5.569547134935305,0.005266084172171867
403,KO,2023,2,Consumer Staples,60.22719955444336,63.15991973876953,2.48,25941000,4323000,10714000,45.175,22.718,5.0,6.000693962526023,0.19291432307384268
404,LLY,2020,5,Health Care,179.1563720703125,221.0239715576172,6.47,5641600,956590,6193700,51.8,17.588,7.0,5.89761548834924,0.8281311773723065
405,LLY,2021,5,Health Care,278.7848205566406,316.9596862792969,5.85,8979200,953653,5581700,49.012,19.305,5.5,9.415584075130052,0.313638395524805
406,LLY,2022,5,Health Care,338.8930969238281,464.2953186035156,6.57,10649800,950182,6244800,49.517,17.874,6.833,11.208168540342797,0.68547939719424
407,LLY,2023,5,Health Care,775.2772827148438,903.8394165039062,5.83,10771900,899379,5240400,48.35,24.018,5.0,11.97704193671411,0.4253147970636721
408,LNT,2020,10,Utilities,47.93693542480469,49.76251983642578,2.47,5688000,248400,614000,63.987,31.338,6.167,22.89855072463768,2.016822709288987
409,LNT,2021,10,Utilities,56.95676422119141,53.81989288330078,2.63,5990000,250200,659000,61.45,35.214,5.0,23.940847322142286,1.7655721283730175
410,LNT,2022,10,Utilities,50.16770935058594,49.71725082397461,2.73,6276000,250900,686000,55.55,33.435,5.0,25.013949780789158,1.375347628931881
411,LNT,2023,10,Utilities,49.00244903564453,49.97625732421875,2.78,6777000,253000,703000,55.542,34.158,5.0,26.786561264822133,1.4222541774970234
412,LUV,2020,6,Industrials,58.71343994140625,51.04972839355469,-5.44,8876000,565000,-3074000,45.55,13.59,7.0,15.709734513274336,0.2765554141953734
413,LUV,2021,6,Industrials,44.03988265991211,34.73189544677734,1.65,10414000,592000,977000,45.708,14.281,7.0,17.591216216216218,0.32907559158686267
414,LUV,2022,6,Industrials,31.28947257995605,35.18560791015625,0.91,10687000,593000,561000,46.467,14.148,7.0,18.021922428330523,0.3556132970787324
415,LUV,2023,6,Industrials,28.85429954528809,28.43100166320801,0.78,10515000,595000,484000,47.275,16.45,7.0,17.672268907563026,0.5436535908843795
416,LYB,2020,8,Materials,83.73731231689453,83.61460876464844,4.24,7971000,334000,1417000,43.2,17.17,5.0,23.865269461077844,-0.2615613898563763
417,LYB,2021,8,Materials,86.40230560302734,74.33641815185547,16.77,11858000,334000,5596000,43.35,16.873,5.0,35.50299401197605,-0.27401922422888236
418,LYB,2022,8,Materials,86.78114318847656,85.92378997802734,11.84,12615000,327000,3872000,44.258,19.325,5.0,38.57798165137615,-0.07152797157638073
419,LYB,2023,8,Materials,99.6436996459961,94.37068176269533,6.48,12930000,325000,2107000,41.138,19.37,5.0,39.784615384615385,-0.21342386798680105
420,LYV,2020,1,Communication Services,84.6500015258789,87.58999633789062,-8.12,-471772,212271,-1723355,23.4,6.88,3.0,-2.2224985984896666,-2.516730235156457
421,LYV,2021,1,Communication Services,117.6399993896484,82.58000183105469,-3.09,-582651,217191,-670675,24.0,8.044,3.0,-2.6826664088290952,-2.41276117177323
422,LYV,2022,1,Communication Services,70.0,91.11000061035156,0.66,-367569,224810,149216,29.125,8.242,4.5,-1.6350206841332682,-1.6645543871121977
423,LYV,2023,1,Communication Services,105.7699966430664,93.73999786376952,1.38,-17148,228628,315842,29.7,8.147,5.0,-0.07500393652570989,-1.4782924070541927
424,MAS,2020,6,Industrials,55.9501953125,55.16538619995117,4.74,195000,258200,1215000,34.05,13.842,3.667,0.7552285050348567,-1.3459230769622024
425,MAS,2021,6,Industrials,48.29769134521485,48.16371917724609,1.7,-179000,241200,406000,35.417,11.415,4.5,-0.74212271973466,-1.1649767195084662
426,MAS,2022,6,Industrials,48.11033630371094,55.82349014282227,3.75,-480000,225300,842000,36.7,11.987,5.0,-2.130492676431425,-0.9022315249409785
427,MAS,2023,6,Industrials,77.94398498535156,66.13816833496094,4.03,-126000,225000,908000,37.888,15.178,5.0,-0.56,-0.6384177542355807
428,MDLZ,2020,2,Consumer Staples,54.00688171386719,57.91788864135742,2.48,27578000,1431000,3555000,53.833,28.199,5.0,19.27183787561146,0.9532510403089042
