,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
66,AVY,2022,8,Materials,174.4947357177734,168.2352447509766,9.28,2032200,81600,757100,31.117,15.38,3.0,24.904411764705884,-1.6026607668314625
67,AVY,2023,8,Materials,221.5528717041016,217.8041229248047,6.25,2127900,80496,503000,32.3,16.373,3.0,26.434853905784138,-1.4828092456470023
68,AWK,2020,10,Utilities,140.8086090087891,145.2498168945312,3.91,6454000,181000,709000,54.95,25.868,5.0,35.65745856353591,0.8526778993958379
69,AWK,2021,10,Utilities,157.7078247070312,142.2915649414062,6.96,7298000,182000,1263000,54.275,26.275,5.0,40.0989010989011,0.8479569157168058
70,AWK,2022,10,Utilities,141.9931793212891,138.9490661621094,4.51,7693000,182000,820000,53.867,26.699,5.0,42.26923076923077,0.8567424182919998
71,AWK,2023,10,Utilities,120.8178100585938,128.4308013916016,4.9,9797000,193000,944000,51.85,30.118,5.0,50.76165803108808,0.9866809845701887
72,AXP,2020,4,Financials,134.7503356933594,158.4420013427734,3.77,22984000,805000,3036000,37.15,15.826,4.167,28.551552795031057,-0.9064954680330036
73,AXP,2021,4,Financials,180.232437133789,133.9386138916016,10.04,22177000,789000,7917000,37.696,18.063,3.167,28.107731305449935,-1.0664306555766014
74,AXP,2022,4,Financials,161.0424041748047,170.6627655029297,9.86,24711000,751000,7400000,38.55,19.427,3.5,32.904127829560586,-0.8271817328683025
75,AXP,2023,4,Financials,225.5838623046875,230.1492919921875,11.23,28057000,735000,8252000,38.55,19.938,3.0,38.17278911564626,-0.9595479270185889
76,BALL,2020,8,Materials,81.36012268066406,77.92401123046875,1.79,3275000,326260,585000,30.3,15.048,3.0,10.038006497885123,-1.6622979500234234
77,BALL,2021,8,Materials,87.08357238769531,66.68829345703125,2.69,3627000,325989,878000,30.3,16.173,3.0,11.126142293144861,-1.5887327072587947
78,BALL,2022,8,Materials,53.9736442565918,57.21369552612305,2.27,3461000,316433,719000,29.475,17.867,3.0,10.937544440687287,-1.516258442932447
79,BALL,2023,8,Materials,66.9521255493164,59.84710693359375,2.25,3769000,314775,707000,31.183,19.551,3.0,11.973631959336034,-1.3268496508480334
80,BIO,2020,5,Health Care,571.1699829101562,644.2899780273438,128.13,9879940,29768,3814229,30.233,8.757,5.0,331.89801128728834,-1.4136604528483667
81,BIO,2021,5,Health Care,563.22998046875,495.0,142.61,13685236,29831,4254257,30.35,9.562,5.0,458.7588749958097,-1.3555889907128056
82,BIO,2022,5,Health Care,479.0199890136719,379.1199951171875,-121.79,9615252,29785,-3627535,28.867,11.268,3.333,322.8219573610878,-1.8655904947890796
83,BIO,2023,5,Health Care,345.8699951171875,273.1099853515625,-21.82,8741133,29209,-637324,28.012,10.836,3.0,299.261631688863,-2.0439411234229308
84,BK,2020,4,Financials,42.10107803344727,45.95890808105469,3.84,45801000,890839,3417000,43.196,20.382,5.0,51.41333057937517,-0.05171013823996135
85,BK,2021,4,Financials,45.37885284423828,38.36070251464844,4.17,43034000,851799,3550000,47.625,25.158,5.0,50.52130843074481,0.4662045260979418
86,BK,2022,4,Financials,42.86501693725586,42.31720733642578,2.91,40734000,811068,2362000,49.342,27.758,5.0,50.22266936927607,0.7159295770075301
87,BK,2023,4,Financials,56.33713531494141,59.01018905639648,3.89,40874000,784069,3051000,50.217,29.706,4.5,52.13061605547471,0.7181504929665065
88,BKR,2020,3,Energy,19.53232002258301,20.84107971191406,-14.73,12893000,675000,-9940000,47.7,25.56,5.0,19.10074074074074,0.4959735343711804
89,BKR,2021,3,Energy,33.94528961181641,27.10074806213379,-0.27,14830000,824000,-219000,48.492,27.396,5.0,17.99757281553398,0.6527987082706944
90,BKR,2022,3,Energy,27.61410522460937,30.42957496643066,-0.61,14394000,987000,-601000,48.721,26.967,5.0,14.583586626139818,0.6353766039982792
91,BKR,2023,3,Energy,32.83813095092773,34.72608184814453,1.93,15368000,1008000,1943000,48.454,25.016,5.0,15.246031746031745,0.4954032915157939
92,BMY,2020,5,Health Care,55.59808731079102,59.30686569213867,-3.99,37822000,2258000,-9015000,47.963,20.293,5.0,16.75022143489814,0.16376655888334476
93,BMY,2021,5,Health Care,65.82957458496094,70.5330581665039,3.25,35946000,2153000,6994000,38.725,15.971,5.0,16.69577333952624,-0.5477067173795334
94,BMY,2022,5,Health Care,64.41676330566406,59.90537261962891,2.97,31061000,2130000,6327000,38.8,16.136,5.0,14.582629107981221,-0.5334354535820434
95,BMY,2023,5,Health Care,52.19776153564453,40.43759536743164,3.88,29430000,2069000,8025000,39.671,16.999,5.0,14.224262928951184,-0.43656865550692964
96,BRO,2020,4,Financials,44.54298400878906,51.89364242553711,1.7,3754223,274334,465300,32.75,8.272,5.0,13.684862248208388,-1.3285295669385502
97,BRO,2021,4,Financials,70.93604278564453,57.34992980957031,2.08,4196900,276024,574200,33.158,8.771,5.0,15.20483726052807,-1.2769588747832974
98,BRO,2022,4,Financials,56.74468231201172,68.16459655761719,2.38,4606600,277521,659100,33.45,11.023,5.0,16.59910421193351,-1.1161422079504497
99,BRO,2023,4,Financials,87.1419906616211,89.15292358398438,3.07,5578800,279600,857200,33.533,12.42,5.0,19.952789699570815,-1.0209374486249025
100,BSX,2020,5,Health Care,38.65000152587891,42.7599983215332,-0.12,15327000,1416700,-115000,51.442,19.168,7.0,10.818804263429096,0.9148301837518732
101,BSX,2021,5,Health Care,44.29000091552734,37.27000045776367,0.69,16623000,1422300,985000,48.571,20.936,5.5,11.687407719890318,0.39981928393276445
102,BSX,2022,5,Health Care,50.02999877929688,54.09000015258789,0.45,17574000,1430500,642000,47.15,21.036,5.0,12.285214959804264,0.17461074250338107
103,BSX,2023,5,Health Care,68.48999786376953,77.01000213623047,1.08,19281000,1453000,1570000,46.617,21.292,5.0,13.269786648313833,0.1666076773945937
104,BXP,2020,9,Real Estate,84.5732650756836,96.62525177001952,5.54,5996083,155432,861479,27.6,13.398,3.0,38.57688892892069,-1.895534654323954
105,BXP,2021,9,Real Estate,111.4305572509766,77.5540771484375,3.18,5834020,156121,496223,27.35,13.657,3.0,37.36857949923457,-1.8902039501852905
106,BXP,2022,9,Real Estate,49.024658203125,53.14792251586914,5.42,6132919,156724,848056,27.15,14.123,3.0,39.13197085321967,-1.8690161114721504
107,BXP,2023,9,Real Estate,63.23258590698242,60.57391357421875,1.21,5876697,156864,190215,27.175,14.673,3.0,37.463643665850675,-1.8318903167232168
108,CB,2020,4,Financials,149.1248931884766,150.7183837890625,7.84,59441000,450733,3533000,38.129,14.116,5.0,131.8762992725183,-0.696675497259505
109,CB,2021,4,Financials,205.5526733398437,189.6276245117188,20.02,59714000,426573,8525000,38.1,14.392,5.0,139.98541867394326,-0.679973746379938
110,CB,2022,4,Financials,189.6331939697266,188.8876953125,12.81,50519000,414595,5246000,38.671,14.735,5.0,121.85144538646149,-0.6310372177285205
111,CB,2023,4,Financials,257.3806457519531,254.1981048583984,21.97,59507000,410845,9028000,39.012,15.211,5.0,144.84051162847302,-0.5840808401657637
112,CBOE,2020,4,Financials,94.199462890625,114.1105041503906,4.28,3348900,109100,467000,29.65,8.324,4.818,30.695692025664528,-1.529383615138107
113,CBOE,2021,4,Financials,110.9273147583008,110.1858673095703,4.93,3604800,107000,527300,30.175,11.263,3.0,33.68971962616823,-1.9156069471115489
114,CBOE,2022,4,Financials,132.3314514160156,136.5743865966797,2.2,3465300,106300,234100,32.096,12.539,3.167,32.59924741298212,-1.6876188948306126
115,CBOE,2023,4,Financials,183.729995727539,170.0599975585938,7.16,3985000,105800,757500,35.9,14.965,5.0,37.66540642722117,-0.744634231919709
116,CCI,2020,9,Real Estate,147.8323974609375,169.0032653808594,2.36,9461000,423000,999000,27.7,7.728,4.5,22.36643026004728,-1.7643177314546528
117,CCI,2021,9,Real Estate,163.3214721679688,150.2431335449219,2.54,8258000,432000,1096000,25.45,10.955,3.0,19.11574074074074,-2.1550942518940466
118,CCI,2022,9,Real Estate,122.8731918334961,105.8726806640625,3.87,7449000,433000,1675000,24.817,12.162,2.667,17.20323325635104,-2.2159626789540097
119,CCI,2023,9,Real Estate,102.6900863647461,96.16838836669922,3.46,6381000,434000,1502000,25.737,15.453,1.667,14.702764976958525,-2.2896133562477385
120,CDNS,2020,7,Information Technology,136.9900054931641,136.8200073242188,2.16,2493018,273728,590644,30.85,13.723,3.0,9.10764700724807,-1.7234090292047917
121,CDNS,2021,7,Information Technology,164.4600067138672,150.0299987792969,2.54,2740675,273504,695955,29.421,14.702,3.0,10.020602989352989,-1.7257288128751844
122,CDNS,2022,7,Information Technology,210.0899963378907,234.5200042724609,3.13,2745113,271198,848952,28.9,16.155,3.0,10.122172729887389,-1.6549013885050181
123,CDNS,2023,7,Information Technology,311.2799987792969,307.75,3.86,3404271,269381,1041144,30.679,18.592,3.0,12.6373834828737,-1.4129569227972643
124,CDW,2020,7,Information Technology,159.4614868164062,168.4525299072266,5.53,1297100,142600,788500,16.6,5.544,3.0,9.096072931276296,-2.9197667150841915
125,CDW,2021,7,Information Technology,173.7485198974609,153.4853973388672,7.14,705700,138500,988600,16.633,6.36,2.333,5.095306859205776,-3.0860275169654314
126,CDW,2022,7,Information Technology,191.5565643310547,180.8845825195312,8.24,1603300,135200,1114500,16.7,7.545,1.0,11.858727810650887,-3.4474010589305477
127,CDW,2023,7,Information Technology,254.4698944091797,223.2526245117188,8.2,2042500,134600,1104300,16.617,7.463,1.0,15.174591381872213,-3.4566162233801063
128,CE,2020,8,Materials,138.3646087646484,140.7697296142578,16.85,3526000,117800,1985000,52.409,22.371,5.727,29.932088285229202,0.7470904172425704
129,CE,2021,8,Materials,134.4152984619141,111.1443405151367,16.99,4189000,111224,1890000,52.975,22.606,6.5,37.66273466158383,1.0450302463548045
130,CE,2022,8,Materials,104.7881622314453,112.0850601196289,17.48,5637000,108380,1894000,53.2,23.722,5.333,52.01144122531832,0.7415188191851946
131,CE,2023,8,Materials,169.4341888427734,133.6008911132812,18.01,7091000,108849,1960000,51.363,24.407,5.0,65.14529302060653,0.5906233113511328
132,CF,2020,8,Materials,42.17963027954102,48.15627670288086,1.48,2922000,214900,317000,63.508,21.486,8.167,13.597021870637505,2.013475580942734
133,CF,2021,8,Materials,98.0638656616211,81.89414978027344,4.27,3206000,215000,917000,61.621,28.707,7.0,14.911627906976744,2.0111336772888038
134,CF,2022,8,Materials,70.0738754272461,67.41669464111328,16.45,5051000,203300,3346000,58.525,27.899,6.333,24.84505656665027,1.5934210510148439
135,CF,2023,8,Materials,82.1131820678711,73.62094116210938,7.89,5717000,193300,1525000,57.442,27.787,5.5,29.57578892912571,1.2596301324220638
136,CFG,2020,4,Financials,37.43098831176758,39.3011474609375,2.22,22673000,427063,950000,40.6,13.315,5.0,53.09052762707142,-0.6343437101640089
137,CFG,2021,4,Financials,39.85231399536133,31.6152400970459,5.18,23420000,425669,2206000,41.6,16.62,5.0,55.01927554038466,-0.37180277663754807
138,CFG,2022,4,Financials,27.76057624816895,24.07273483276367,4.12,23690000,475960,1960000,41.9,19.358,5.0,49.77309017564501,-0.17883454414545513
139,CFG,2023,4,Financials,35.07041549682617,35.25130462646484,3.14,24342000,475089,1491000,42.725,19.31,5.0,51.23671564696299,-0.1436746843912878
140,CHD,2020,2,Consumer Staples,83.82141876220703,82.02835083007812,3.18,3020400,246800,785900,43.25,18.446,5.0,12.238249594813615,-0.17580092682377652
141,CHD,2021,2,Consumer Staples,96.4948501586914,90.21229553222656,3.38,3233200,244900,827500,42.95,20.436,4.833,13.202123315639037,-0.11496987389757207
142,CHD,2022,2,Consumer Staples,86.87364196777344,98.81172943115234,1.7,3489900,242900,413900,39.65,19.974,3.0,14.367641004528613,-0.9061289813228431
143,CHD,2023,2,Consumer Staples,103.7316665649414,103.4051971435547,3.09,3855400,244900,755600,40.887,20.442,4.333,15.742752143732135,-0.37612850804601733
144,CHTR,2020,1,Communication Services,617.02001953125,721.4500122070312,15.85,23805000,203316,3222000,28.15,8.101,4.167,117.08375140175883,-1.8294468513914828
145,CHTR,2021,1,Communication Services,545.52001953125,468.5299987792969,25.34,14050000,183669,4654000,33.933,11.113,5.0,76.49630585455357,-1.0878348736393932
146,CHTR,2022,1,Communication Services,357.6099853515625,367.3699951171875,31.3,9119000,161501,5055000,42.354,16.717,5.0,56.46404666224977,-0.3304571789488218
147,CHTR,2023,1,Communication Services,290.6300048828125,298.9599914550781,30.54,11086000,149208,4557000,43.3,18.891,5.0,74.29896520293818,-0.14438065644664946
148,CL,2020,2,Consumer Staples,72.12767791748047,74.84884643554688,3.15,743000,856800,2695000,40.365,18.407,5.0,0.8671802054154996,-0.3122803841367646
149,CL,2021,2,Consumer Staples,70.96791076660156,75.40898132324219,2.56,609000,845000,2166000,39.6,18.104,5.0,0.7207100591715976,-0.3676072437465538
150,CL,2022,2,Consumer Staples,72.03397369384766,74.3100357055664,2.13,401000,836400,1785000,41.767,19.702,5.0,0.47943567670970827,-0.1625141332405929
151,CL,2023,2,Consumer Staples,88.5473403930664,95.99073791503906,2.78,609000,827400,2300000,43.5,19.703,5.0,0.7360406091370558,-0.08199837937917136
152,CMCSA,2020,1,Communication Services,49.20186614990234,52.08507537841797,2.3,90323000,4580656,10534000,28.3,8.667,3.0,19.718354750935237,-2.1724052032158117
153,CMCSA,2021,1,Communication Services,43.33933258056641,36.50269317626953,3.12,96092000,4533230,14159000,30.688,10.1,3.5,21.197247878444287,-1.8020611052679387
154,CMCSA,2022,1,Communication Services,36.02129364013672,39.78713607788086,1.27,80943000,4220119,5370000,38.1,13.355,5.0,19.180264821916158,-0.7477845523772002
155,CMCSA,2023,1,Communication Services,42.40029525756836,38.55708312988281,3.87,82703000,3978762,15388000,41.55,18.408,5.0,20.786113871601266,-0.25720421404275023
156,CMI,2020,6,Industrials,236.639877319336,223.9168243408203,12.07,8062000,148200,1789000,44.345,25.655,3.0,54.39946018893387,-0.3166867550399494
157,CMI,2021,6,Industrials,191.7423706054688,182.0994720458984,14.74,8146000,144600,2131000,44.4,26.068,3.0,56.334716459197786,-0.28712689413310405
158,CMI,2022,6,Industrials,229.3734436035156,236.8909606933593,15.2,8975000,141500,2151000,44.8,25.433,3.0,63.42756183745583,-0.3100813474695231
159,CMI,2023,6,Industrials,291.0554504394531,275.3089904785156,5.19,8850000,141700,735000,44.875,25.649,3.0,62.45589273112209,-0.2924751260000361
160,CNC,2020,5,Health Care,63.90999984741211,72.93000030517578,3.17,25773000,570722,1808000,36.05,9.74,5.0,45.158588594797465,-1.07934052526474
161,CNC,2021,5,Health Care,84.19000244140625,84.61000061035156,2.31,26795000,582832,1347000,35.887,13.296,5.0,45.973796908886264,-0.8543758502944712
162,CNC,2022,5,Health Care,63.20999908447266,67.44999694824219,2.09,24057000,575191,1202000,36.658,15.359,5.0,41.824367905617436,-0.6836817197486574
163,CNC,2023,5,Health Care,78.4800033569336,66.30000305175781,4.97,25840000,543319,2702000,36.8,16.61,3.833,47.55953684667755,-0.982218393430116
164,COP,2020,3,Energy,46.42637634277344,53.86697006225586,-2.51,29849000,1078030,-2707000,70.817,40.262,5.833,27.688468781017225,2.8066994393440527
165,COP,2021,3,Energy,90.61166381835938,82.0320816040039,6.09,45406000,1324194,8060000,72.333,36.638,7.0,34.28953763572407,3.0270311619631625
166,COP,2022,3,Energy,94.4112777709961,99.65080261230467,14.62,48003000,1274028,18620000,68.3,33.402,7.0,37.678135802352855,2.6282024899079937
167,COP,2023,3,Energy,125.5795593261719,113.6569519042969,9.08,49279000,1202757,10922000,70.717,36.244,7.0,40.97170085062901,2.926248060608835
168,CPAY,2020,4,Financials,268.6300048828125,256.0599975585937,8.38,3355411,84005,704216,28.95,9.302,3.5,39.94299148860187,-1.9349258596607473
169,CPAY,2021,4,Financials,249.0599975585937,210.1100006103516,10.23,2866580,82060,839497,29.95,11.825,3.0,34.93273214720936,-1.8893021059687196
170,CPAY,2022,4,Financials,210.8500061035156,251.0800018310547,12.62,2541493,75598,954327,31.267,13.298,3.0,33.618521654012014,-1.7318421197238463
171,CPAY,2023,4,Financials,308.5400085449219,266.4100036621094,13.42,3282359,73155,981890,32.85,14.807,3.0,44.86855307224386,-1.5596796346117268
172,CPT,2020,9,Real Estate,98.20367431640624,119.4302520751953,1.24,3444905,99385,123650,26.2,7.95,3.0,34.66222266941691,-2.316778240647453
173,CPT,2021,9,Real Estate,152.1175842285156,123.7642822265625,2.97,4197490,101999,303362,25.9,9.5,3.0,41.152266198688224,-2.229348463384232
174,CPT,2022,9,Real Estate,98.72320556640624,103.526725769043,6.07,4986620,107605,652623,27.3,11.437,3.0,46.34189861065936,-2.037693825813277
175,CPT,2023,9,Real Estate,96.43385314941406,108.0859146118164,3.71,4980757,108653,402663,27.937,11.907,3.0,45.84095238971773,-1.9773887071696823
176,CSGP,2020,9,Real Estate,82.18900299072266,82.81999969482422,0.6,5375359,380730,227128,34.65,8.347,5.0,14.118559083865206,-1.2354222810010653
177,CSGP,2021,9,Real Estate,66.61000061035156,60.40999984741211,0.75,5711672,392210,292600,34.65,7.915,5.0,14.562790341908672,-1.2636713342226829
178,CSGP,2022,9,Real Estate,68.8499984741211,89.0,0.93,6870000,396284,369500,36.083,9.355,5.0,17.336051922358713,-1.10298424038415
179,CSGP,2023,9,Real Estate,96.5999984741211,74.13999938964844,0.92,7338600,405300,374700,36.4,12.878,5.0,18.10658771280533,-0.8578946321061046
180,CSX,2020,6,Industrials,30.7402572631836,30.77516746520996,1.21,13101000,2289000,2765000,37.745,15.986,4.636,5.72346002621232,-0.7129086797089255
181,CSX,2021,6,Industrials,36.22233200073242,28.19126892089844,1.72,13490000,2202000,3781000,37.938,19.256,3.167,6.126248864668483,-0.9771845338386427
182,CSX,2022,6,Industrials,29.31903839111328,33.51263809204102,2.02,12615000,2066000,4166000,37.55,17.38,5.0,6.106001936108422,-0.510116890560723
183,CSX,2023,6,Industrials,36.81965255737305,33.32946014404297,1.85,12128000,2008000,3715000,40.717,18.88,5.0,6.039840637450199,-0.26500953197544097
184,CTRA,2020,3,Energy,15.26503849029541,14.26876926422119,0.5,2216000,399000,201000,66.1,16.192,9.0,5.553884711779449,2.063812686860486
185,CTRA,2021,3,Energy,23.19742202758789,22.68036651611328,2.3,11738000,503000,1155000,65.9,18.124,9.0,23.335984095427435,2.1808642108118006
186,CTRA,2022,3,Energy,23.08518600463867,24.35794639587402,5.09,12659000,796000,4057000,65.237,18.904,9.0,15.903266331658292,2.2010912632445625
187,CTRA,2023,3,Energy,27.45288276672364,26.47111129760743,2.14,13039000,756000,1620000,63.967,24.63,7.667,17.247354497354497,2.0745927230602392
188,CTSH,2020,7,Information Technology,74.0518569946289,65.86093139648438,2.58,10836000,540000,1392000,36.3,15.215,4.5,20.066666666666666,-0.8754985231451066
189,CTSH,2021,7,Information Technology,86.08234405517578,64.98596954345703,4.06,11991000,527000,2137000,32.213,13.64,3.5,22.753320683111955,-1.499781345908787
190,CTSH,2022,7,Information Technology,59.39743804931641,63.91412734985352,4.42,12309000,518000,2290000,30.85,14.969,3.0,23.76254826254826,-1.641931435885034
191,CTSH,2023,7,Information Technology,72.69676208496094,67.7099380493164,4.21,13227000,505000,2126000,30.85,16.298,3.0,26.19207920792079,-1.5550263624324192
192,CTVA,2020,8,Materials,44.81769180297852,42.75799560546875,0.91,24824000,748700,681000,61.1,12.545,9.0,33.156137304661414,1.593217527070751
193,CTVA,2021,8,Materials,55.91080856323242,52.80459213256836,2.39,25384000,735900,1759000,61.821,16.778,9.0,34.493817094713954,1.9034897070878853
194,CTVA,2022,8,Materials,59.2566032409668,56.43547439575195,1.59,25302000,720800,1147000,62.354,22.637,8.5,35.10266370699223,2.14557957400459
195,CTVA,2023,8,Materials,57.33525848388672,53.7846908569336,1.04,25037000,709000,735000,58.0,21.191,7.0,35.31311706629055,1.3515562365172067
196,CVX,2020,3,Energy,90.5629425048828,91.79926300048828,-2.96,131688000,1870027,-5543000,76.45,36.072,8.667,70.4203736095789,3.733855902144366
197,CVX,2021,3,Energy,148.0988311767578,133.0643463134766,8.15,139067000,1915989,15625000,73.5,32.826,8.833,72.58235824944715,3.4396883364289437
198,CVX,2022,3,Energy,153.7446136474609,149.5805969238281,18.36,159282000,1931486,35465000,70.929,30.483,8.0,82.46603910150009,2.8909325415218703
199,CVX,2023,3,Energy,154.4774780273438,154.8562774658203,11.41,160957000,1872737,21369000,70.171,32.934,7.0,85.94746619519987,2.6844560299923956
200,D,2020,10,Utilities,65.37915802001953,63.90065765380859,-0.5,26117000,806000,-466000,68.291,35.443,7.0,32.403225806451616,2.761248384731714
201,D,2021,10,Utilities,75.68745422363281,71.68855285644531,4.06,27308000,810000,3331000,64.637,36.187,5.0,33.71358024691358,1.9771467096433164
202,D,2022,10,Utilities,51.60552597045898,48.39327239990234,1.19,27659000,835000,1228000,60.383,34.423,5.0,33.124550898203594,1.6643146766041619
203,D,2023,10,Utilities,47.90469360351562,48.38818740844727,2.29,27529000,836400,1913000,60.317,33.899,5.0,32.91367766618843,1.6269857298319335
204,DD,2020,8,Materials,72.37274932861328,72.8076400756836,-4.01,38504000,735500,-2951000,58.15,25.669,7.0,52.35078178110129,1.6513419881012363
205,DD,2021,8,Materials,70.0094223022461,53.11483764648438,2.17,26433000,542700,6467000,58.075,27.965,6.833,48.70646766169154,1.7426278716354542
206,DD,2022,8,Materials,69.6406021118164,69.66433715820312,11.63,26569000,498500,5868000,56.371,27.467,5.0,53.29789368104313,1.0232051430343831
207,DD,2023,8,Materials,75.89726257324219,80.11617279052734,0.94,24279000,449900,423000,56.483,27.822,5.0,53.965325627917316,1.0516183950735138
208,DHR,2020,5,Health Care,196.8545379638672,234.9319610595703,4.97,39766000,706200,3510000,46.35,13.63,7.0,56.309827244406684,0.3163091457640148
209,DHR,2021,5,Health Care,257.3372497558594,222.6066436767578,8.77,45167000,714600,6269000,34.088,12.597,4.0,63.20598936467954,-1.315160966203357
210,DHR,2022,5,Health Care,221.9545135498047,211.582534790039,9.8,50082000,725100,7103000,29.95,15.208,3.0,69.06909391808027,-1.668083247059618
211,DHR,2023,5,Health Care,249.1810913085937,249.582046508789,6.44,53486000,736500,4743000,30.008,18.178,3.0,72.62186014935506,-1.471178495470287
212,DLR,2020,9,Real Estate,123.8510665893555,133.4587097167969,1.01,17717697,260099,263342,27.1,12.796,3.0,68.11905082295587,-1.9581115321767466
213,DLR,2021,9,Real Estate,128.5099029541016,118.729362487793,5.95,18004568,282475,1681498,27.392,13.857,3.0,63.73862465704929,-1.8751759356840527
214,DLR,2022,9,Real Estate,92.72447967529295,108.6517791748047,1.18,17583334,286334,336960,27.45,14.532,3.0,61.40847401985094,-1.8283442793345643
215,DLR,2023,9,Real Estate,141.6556091308594,150.8113555908203,3.04,19117534,298603,908114,27.0,14.405,3.0,64.02324825939458,-1.8575391470031728
216,DOC,2020,9,Real Estate,26.45598602294922,28.02607345581055,0.77,6733723,530555,411147,25.4,14.929,3.0,12.691847216593944,-1.897550248691712
217,DOC,2021,9,Real Estate,29.65793991088867,22.58671188354492,0.93,6515470,538930,502271,25.4,14.672,3.0,12.089640584120387,-1.9143558197054984
218,DOC,2022,9,Real Estate,19.80221366882324,18.31855010986328,0.92,6654701,538809,497792,25.55,15.543,1.5,12.350760659157512,-2.3477800708480543
219,DOC,2023,9,Real Estate,17.88823699951172,19.02456283569336,0.56,6350446,547006,304284,27.25,16.221,1.667,11.609463150312793,-2.169155426238021
220,DOV,2020,6,Industrials,130.7264709472656,144.1359558105469,4.74,3385773,144050,683451,45.95,14.258,6.5,23.504151336341547,0.17302469761496703
221,DOV,2021,6,Industrials,151.5416564941406,117.5550918579102,7.81,4189528,143923,1123818,45.387,17.846,5.0,29.109509946290725,-0.11583063079164639
222,DOV,2022,6,Industrials,148.9078674316406,145.1975708007812,7.47,4286366,142681,1065376,44.6,19.45,5.0,30.041603296865034,-0.04747752715807251
223,DOV,2023,6,Industrials,176.143310546875,179.9433135986328,7.56,5106605,139848,1056828,45.417,19.509,5.0,36.51539528631085,-0.005692176210328304
224,DOW,2020,8,Materials,53.88549423217773,53.92191696166992,1.64,12435000,740500,1216000,47.05,17.623,6.333,16.792707629979745,0.38876046239326273
225,DOW,2021,8,Materials,56.12439727783203,46.00638198852539,8.44,18165000,743600,6279000,46.775,22.528,5.0,24.42845615922539,0.25476612794761405
226,DOW,2022,8,Materials,50.73861312866211,49.899169921875,6.32,20718000,721000,4558000,49.35,24.53,5.0,28.73509015256588,0.5052177545531478
227,DOW,2023,8,Materials,56.51155471801758,52.40293502807617,0.82,18607000,705700,578000,44.825,22.213,5.0,26.36672807141845,0.14364379364789
228,DTE,2020,10,Utilities,101.0783233642578,99.2460708618164,7.09,12425000,193000,1366000,69.6,38.645,7.0,64.37823834196891,3.0313985944050335
229,DTE,2021,10,Utilities,121.6724700927734,117.4611740112305,4.68,8705000,193000,905000,67.833,38.464,6.333,45.10362694300518,2.716381962994334
230,DTE,2022,10,Utilities,103.799919128418,105.1724548339844,5.53,10397000,195000,1080000,64.921,39.093,5.167,53.31794871794872,2.235728831658925
231,DTE,2023,10,Utilities,110.083869934082,110.0002822875977,6.77,11050000,206000,1394000,71.283,41.382,5.667,53.640776699029125,2.8465313103466365
232,DVN,2020,3,Energy,17.63837623596191,23.85400581359864,-7.12,2885000,377000,-2680000,72.375,38.039,7.0,7.652519893899204,3.1205941600735736
233,DVN,2021,3,Energy,50.69132995605469,48.03813934326172,4.2,9262000,663000,2813000,71.2,38.948,7.0,13.969834087481146,3.1254883234414383
234,DVN,2022,3,Energy,46.87574005126953,45.58496475219727,9.15,11167000,657250,6015000,72.533,37.377,7.0,16.99049068086725,3.084639872166803
235,DVN,2023,3,Energy,49.33404922485352,47.03746032714844,5.86,12061000,639000,3747000,73.758,38.822,7.0,18.874804381846637,3.2359980222317777
236,ECL,2020,8,Materials,205.7684173583984,198.4261016845703,-4.2,6166500,287000,-1205100,51.864,22.606,6.455,21.486062717770036,0.9785344352505101
237,ECL,2021,8,Materials,171.2142028808594,149.5847778320312,3.95,7224200,286300,1129900,53.05,27.806,5.0,25.23297240656654,0.891203354511862
238,ECL,2022,8,Materials,162.7243347167969,184.1571044921875,3.83,7236100,285200,1091700,54.483,30.532,5.0,25.37201963534362,1.1359836947462283
239,ECL,2023,8,Materials,229.7796020507812,237.4421844482422,4.82,8044700,285000,1372300,53.05,33.193,3.167,28.22701754385965,0.6357126919175914
240,EIX,2020,10,Utilities,50.20915603637695,50.09049606323242,1.98,14048000,373000,739000,59.017,28.816,5.5,37.66219839142091,1.4000333998363494
241,EIX,2021,10,Utilities,62.79589462280273,57.22515869140625,2.0,15888000,380000,759000,57.267,28.879,5.0,41.810526315789474,1.1571323445315287
242,EIX,2022,10,Utilities,66.08711242675781,65.71464538574219,1.61,15621000,381000,612000,56.338,28.839,5.0,41.0,1.111390097805961
243,EIX,2023,10,Utilities,69.16812896728516,71.0363540649414,3.12,15501000,383000,1197000,57.046,29.491,5.0,40.472584856396864,1.1868924424119152
244,EMN,2020,8,Materials,98.33441925048828,104.8679580688477,3.53,6023000,135500,478000,53.0,28.032,5.0,44.450184501845015,0.9036606644859043
245,EMN,2021,8,Materials,102.5289840698242,82.73123168945312,6.35,5704000,134900,857000,53.2,28.812,5.0,42.28317272053373,0.963950419092522
246,EMN,2022,8,Materials,79.76527404785156,79.97171020507812,6.42,5153000,123500,793000,52.8,28.304,5.0,41.7246963562753,0.9121625857800776
247,EMN,2023,8,Materials,98.53862762451172,97.17253112792967,7.54,5458000,118600,894000,52.908,28.083,5.0,46.02023608768971,0.9027247431312558
